G001,3644075.8289,467129.0297
G002,3671798.9494,494865.9532
G003,3676028.9192,530924.5337
G004,3681283.0024,479256.9951
G005,3650841.7076,508831.0895
G006,3608768.7685,524344.1754
G007,3649489.6761,524040.4202
G008,3621899.5207,507285.6221
G009,3662300.7182,484079.4038
B004,3636402.1250,511925.5229
B005,3645385.1964,493481.8862
B006,3661595.1118,503489.8763
